attendance_id,enrollment_id,session_date,status
A009411,E0134,2024-10-22,P
A014691,E0222,2026-06-10,Present
A005763,E0085,2024-08-22,Present
A014064,E0215,2026-05-21,Tardy
A010627,E0166,2025-10-28,Present
A004216,E0056,2024-05-27,Present
A003493,E0048,2024-03-21,PRESENT
A010445,E0154,2025-02-10,P
A013387,E0207,2025-10-28,Present
A002700,E0037,2024-05-28,Present
A003419,E0047,2024-01-16,Present
A011404,E0178,2026-01-08,Tardy
A010420,E0152,2025-02-10,Excused
A001069,E0015,06/06/2024,Present
A010710,E0167,2025-12-11,Present
A003430,E0047,2024-02-05,P
A003144,E0044,2023-09-28,Present
A002471,E0034,2024-05-14,Present
A011881,E0185,2026-06-02,Absent
A014643,E0221,2026-08-19,Present
A010099,E0143,2025-02-25,Present
A000554,E0008,2024-02-20,Present
A009667,E0137,2025-03-18,Present
A004075,E0055,2024-03-11,Present
A013250,E0205,11/20/2025,Present
A008599,E0122,2024-10-15,Present
A005805,E0085,11/05/2024,Present
A002767,E0039,2023-09-21,Present
A009554,E0136,2024-10-10,Present
A003039,E0042,2024-03-19,Present
A008238,E0116,03/18/2025,Present
A003911,E0052,2024-04-29,Present
A009394,E0133,2025-05-29,Excused
A012579,E0195,2026-06-09,E
A007147,E0100,2025-01-21,Present
A014218,E0216,2026-09-15,Absent
A006331,E0091,11/13/2024,Present
A014463,E0219,2026-08-12,Present
A015045,E0227,2026-04-28,Present
A009627,E0137,2024-10-10,Present
A011309,E0177,2025-09-30,Present
A006595,E0094,2024-10-17,Present
A005432,E0080,06/04/2024,Present
A013522,E0209,2026-04-28,Excused
A000421,E0006,2024-02-29,Absent
A007607,E0107,2025-01-14,Present
A004275,E0057,2024-03-11,
A002996,E0042,2023-10-05,Present
A005081,E0071,2024-06-04,Present
A001497,E0021,2024-03-19,Present
A001048,E0015,2024-03-21,Present
A011911,E0186,2025-12-16,Present
A008940,E0127,2024-09-10,Present
A000857,E0013,2023-10-17,Present
A010074,E0143,2024-11-12,Present
A006886,E0097,11/07/2024,Present
A008405,E0118,2025-06-05,present
A003679,E0050,2024-02-27,Present
A008432,E0119,2024-12-10,Present
A009296,E0132,02/25/2025,Present
A007041,E0099,2024-09-16,Tardy
A005874,E0086,2024-09-24,Tardy
A005287,E0077,2024-02-22,Present
A010090,E0143,2025-01-23,Present
A001062,E0015,2024-05-14,Present
A009935,E0141,2024-12-12,Present
A003188,E0044,2024-03-14,Present
A001088,E0016,2023-11-07,Present
A009839,E0140,2024-09-17,Present
A010537,E0161,06/23/2025,Present
A000821,E0012,2024-03-14,Present
A001644,E0023,2024-03-07,Present
A007585,E0107,2024-10-10,Tardy
A008032,E0113,2025-05-08,present
A002632,E0037,2023-09-14,Present
A000108,E0002,2024-01-16,Present
A010591,E0164,2025-07-02,Present
A000368,E0005,2024-05-21,Present
A005869,E0086,2024-09-16,Present
A000417,E0006,2024-02-15,Present
A002421,E0034,11/02/2023,Tardy
A000730,E0011,2024-01-18,Present
A006260,E0090,2025-01-09,Absent
A003618,E0049,2024-05-09,Present
A006511,E0093,2024-11-04,Present
A007387,E0103,2025-04-03,Present
A011403,E0178,2026-01-06,Present
A009658,E0137,2025-02-13,Present
A015087,E0227,2026-07-09,Present
A002389,E0033,2024-04-18,Present
A012873,E0200,2025-09-23,Present
A003823,E0051,05/20/2024,Present
A004718,E0062,02/12/2024,Present
A008658,E0122,2025-06-03,Present
A005372,E0079,2024-03-19,Present
A011727,E0183,04/28/2026,Present
A000511,E0007,2024-06-13,Present
A000701,E0011,2023-09-26,Present
A010088,E0143,2025-01-16,Present
A011418,E0178,2026-02-26,PRESENT
A002629,E0036,2024-06-11,Present
A013077,E0202,2026-05-19,Present
A001278,E0018,2024-04-09,Present
A014926,E0225,2026-07-15,Present
A002031,E0028,2024-04-23,Present
A014456,E0219,07/30/2026,Present
A000040,E0001,2024-02-08,present
A001892,E0026,2024-05-30,Present
A004963,E0068,2024-05-30,Present
A009702,E0138,2024-10-17,Present
A004747,E0063,2024-03-14,Present
A010906,E0170,2026-05-14,Present
A004722,E0062,2024-02-19,Present
A013567,E0209,2026-07-15,Tardy
A002981,E0041,2024-05-21,Present
A005272,E0076,2024-05-21,Present
A009620,E0137,2024-09-17,Present
A001304,E0019,10/05/2023,Present
A000382,E0006,2023-10-03,Present
A015155,E0228,2026-06-04,Present
A012468,E0194,2026-01-15,Present
A000347,E0005,2024-03-05,present
A007748,E0109,12/17/2024,Excused
A008749,E0124,2024-10-29,Present
A012840,E0199,02/26/2026,Present
A000475,E0007,2024-02-06,Present
A015022,E0226,2026-07-29,Present
A009249,E0131,2024-11-07,Present
A001879,E0026,2024-04-11,Present
A014467,E0219,2026-08-19,Tardy
A004666,E0061,2024-05-09,Present
A000323,E0005,2023-12-05,Present
A011613,E0181,2025-12-02,present
A005221,E0075,2024-04-04,Present
A010759,E0168,2026-01-13,Present
A011630,E0181,2026-02-12,Present
A002755,E0038,2024-03-14,Present
A013449,E0208,2025-09-23,Present
A005863,E0086,2024-09-04,Present
A014683,E0222,2026-05-27,Present
A012423,E0193,2026-04-28,PRESENT
A003329,E0046,2024-02-01,Present
A000972,E0014,03/19/2024,Present
A003077,E0043,2023-10-26,Present
A014063,E0215,05/20/2026,Present
A004964,E0068,2024-06-04,Present
A004041,E0055,2024-01-10,Present
A009239,E0131,2024-10-03,Excused
A007976,E0113,2024-10-01,Present
A012969,E0201,2026-01-06,Present
A007137,E0100,12/05/2024,Present
A001202,E0017,04/04/2024,Present
A002728,E0038,2023-12-05,Present
A006419,E0092,2024-11-05,Present
A013446,E0208,2025-09-11,Present
A010840,E0169,2026-02-12,Present
A000037,E0001,01/30/2024,Tardy
A011385,E0178,2025-10-14,Present
A005609,E0083,2027-04-07,
A012307,E0192,2025-10-28,Present
A006957,E0098,2024-10-01,Excused
A012353,E0192,2026-05-05,Present
A007287,E0102,12/19/2024,Present
A008012,E0113,2025-02-20,Present
A003843,E0051,2024-06-24,Excused
A005525,E0082,2024-11-04,Present
A004844,E0065,2024-05-23,P
A005596,E0083,2024-09-25,Present
A013064,E0202,2026-03-26,Present
A003091,E0043,2023-12-21,P
A012545,E0195,2026-02-03,Present
A001289,E0018,2024-05-21,Tardy
A003032,E0042,2024-02-22,Present
A006614,E0094,2024-11-20,Present
A002978,E0041,2024-05-09,Present
A002401,E0033,2024-05-30,Present
A012778,E0198,2026-04-02,Present
A014869,E0224,2026-06-15,Present
A010084,E0143,2025-01-02,Present
A014418,E0219,2026-05-26,Present
A001747,E0025,2023-09-12,present
A004343,E0058,2024-01-15,present
A012616,E0196,2026-01-29,Present
A014832,E0223,09/10/2026,Present
A005682,E0084,2024-09-12,Present
A007896,E0111,2025-04-29,Present
A008822,E0125,2024-10-29,Present
A006931,E0098,2024-08-15,present
A012659,E0197,2025-09-30,Present
A003406,E0046,2024-06-20,Present
A010142,E0144,2024-10-24,Present
A014466,E0219,2026-08-18,Present
A012211,E0190,2026-02-10,Present
A003376,E0046,04/30/2024,Present
A014994,E0226,2026-06-10,Present
A011657,E0182,2025-12-02,Present
A002508,E0035,2023-12-21,Present
A011529,E0180,2025-10-14,Present
A008526,E0120,2025-03-04,Present
A014879,E0225,2026-04-23,Present
A000211,E0003,2024-04-25,Present
A013496,E0208,2026-03-26,Present
A001951,E0027,2024-04-02,Present
A009629,E0137,2024-10-17,Present
A000652,E0009,2024-05-14,Present
A002207,E0031,2023-10-17,present
A006730,E0095,2025-01-20,Tardy
A002616,E0036,04/25/2024,Present
A001397,E0020,2023-12-14,
A012831,E0199,01/27/2026,Present
A014419,E0219,2026-05-27,Present
A004709,E0062,01/25/2024,Present
A001671,E0023,06/13/2024,Present
A002321,E0032,05/14/2024,Present
A003496,E0048,03/27/2024,Present
A009751,E0138,2025-05-01,P
A009802,E0139,2025-02-06,Present
A007316,E0102,04/10/2025,Tardy
A001953,E0027,2024-04-09,Present
A008021,E0113,2025-03-25,Present
A012781,E0198,2026-04-21,Absent
A002938,E0041,2023-12-12,Present
A011136,E0174,2026-03-19,Tardy
A010915,E0171,2025-09-09,Present
A008362,E0118,2024-12-19,Present
A012632,E0196,2026-03-26,Present
A011777,E0184,2026-02-03,Present
A010402,E0150,2025-02-12,Absent
A008782,E0124,2025-03-11,PRESENT
A000485,E0007,2024-03-12,Present
A007086,E0099,2024-12-10,Present
A004788,E0064,2024-03-21,Present
A000899,E0013,2024-03-26,Present
A001733,E0024,2024-04-30,Present
A013776,E0211,2026-09-10,Present
A002614,E0036,2024-04-18,Present
A010932,E0171,2025-11-06,Present
A010979,E0171,2026-05-19,Present
A005217,E0075,2024-03-21,Present
A011032,E0173,11/06/2025,Present
A010047,E0142,2025-05-15,Present
A003821,E0051,05/15/2024,Present
A002641,E0037,2023-10-17,Present
A001251,E0018,2024-01-04,Present
A010869,E0170,2025-12-16,Present
A005932,E0086,2025-01-22,Present
A002436,E0034,2024-01-09,P
A005222,E0075,2024-04-09,Present
A012376,E0193,2025-10-16,Present
A002449,E0034,2024-02-22,Present
A013694,E0211,2026-04-21,P
A004951,E0068,2024-04-18,Present
A009420,E0134,2024-11-21,Present
A007989,E0113,2024-11-14,Present
A008926,E0126,2025-04-29,Absent
A002304,E0032,2027-04-07,
A013641,E0210,2026-06-22,Tardy
A005490,E0082,2024-09-03,Present
A006724,E0095,2025-01-08,Present
A000583,E0008,06/04/2024,Present
A012303,E0192,2025-10-14,Present
A003904,E0052,2024-04-10,Present
A000719,E0011,2023-12-05,Present
A008893,E0126,2024-12-17,Present
A011109,E0174,2025-12-02,Present
A000763,E0011,2024-05-16,Present
A006390,E0092,2024-09-16,Present
A001871,E0026,2024-03-14,Present
A012893,E0200,12/09/2025,Present
A006389,E0092,2024-09-12,Present
A005554,E0082,01/13/2025,present
A011656,E0182,2025-11-20,Present
A000739,E0011,2024-02-20,Present
A003546,E0048,2024-06-27,Present
A013606,E0210,2026-04-21,Present
A007077,E0099,2024-11-18,Tardy
A014887,E0225,2026-05-07,Present
A004257,E0057,2024-02-07,present
A007880,E0111,2025-02-25,Present
A015131,E0228,2026-04-23,Present
A012861,E0199,05/19/2026,Present
A011808,E0184,2026-05-28,Present
A010551,E0162,06/18/2025,Present
A009460,E0134,2025-05-06,Present
A010492,E0158,2025-06-19,Present
A000751,E0011,2024-04-02,E
A003450,E0048,01/08/2024,Present
A007552,E0106,2024-09-10,Present
A011504,E0179,2026-04-23,P
A002330,E0032,2024-06-13,Present
A003590,E0049,2024-03-18,Present
A001840,E0026,2023-11-14,P
A005688,E0084,09/24/2024,Present
A009810,E0139,2025-03-06,Present
A001276,E0018,2024-04-02,P
A014654,E0221,2026-09-08,Present
A010369,E0148,2025-02-11,Present
A011134,E0174,2026-03-12,Present
A006226,E0090,2024-10-23,Present
A014967,E0226,04/23/2026,Present
A004085,E0055,2024-03-27,Present
A011957,E0187,2025-09-09,Present
A007013,E0098,01/27/2025,Present
A002265,E0032,2023-10-12,Present
A008395,E0118,2025-05-01,Present
A001537,E0022,2023-11-02,Present
A008438,E0119,2025-01-09,PRESENT
A012547,E0195,2026-02-10,PRESENT
A008022,E0113,2025-03-27,Present
A001370,E0019,2024-06-11,Present
A000741,E0011,2024-02-27,Present
A014816,E0223,2026-08-13,Present
A007488,E0105,2024-10-10,T
A001189,E0017,2024-02-20,Present
A013792,E0212,2026-05-07,Present
A006111,E0089,2024-09-16,Present
A001571,E0022,2024-03-14,present
A011717,E0183,2026-03-17,
A004099,E0055,2024-04-25,Present
A002528,E0035,2024-03-07,Present
A002128,E0030,2023-10-03,Present
A007686,E0108,2025-02-04,present
A003488,E0048,2024-03-13,Present
A010419,E0152,2025-02-06,PRESENT
A002765,E0039,2023-09-14,Present
A015164,E0228,2026-06-22,Present
A005280,E0076,06/18/2024,Present
A013339,E0206,2026-02-10,Absent
A014237,E0217,2026-05-18,Present
A006333,E0091,2024-11-18,PRESENT
A012797,E0199,09/09/2025,Present
A001982,E0028,2023-10-17,Present
A008315,E0117,2025-04-01,Abs
A004375,E0058,2024-03-11,Present
A015197,E0228,2026-08-18,PRESENT
A008024,E0113,2025-04-03,Present
A013487,E0208,2026-02-24,Present
A002058,E0029,2023-10-19,Present
A008148,E0115,2025-01-16,Present
A012511,E0195,2025-09-16,PRESENT
A013178,E0204,2025-11-20,Present
A014548,E0220,08/06/2026,Present
A008696,E0123,2025-01-23,Present
A011995,E0187,2026-02-10,Present
A003489,E0048,2024-03-14,PRESENT
A015106,E0227,2026-08-12,Present
A006077,E0088,2024-10-23,Present
A005964,E0087,2024-09-18,Present
A011550,E0180,2026-01-15,Present
A007415,E0104,2024-10-10,Present
A009501,E0135,01/07/2025,Present
A013191,E0204,2026-01-27,Present
A006914,E0097,2025-01-15,Present
A001711,E0024,2024-02-08,P
A013467,E0208,2025-12-02,Present
A013736,E0211,2026-07-02,Present
A004157,E0056,2024-02-07,PRESENT
A000563,E0008,2024-03-21,Present
A011062,E0173,2026-03-12,Present
A013474,E0208,2026-01-08,Present
A000641,E0009,04/02/2024,Present
A001670,E0023,2024-06-11,Present
A003001,E0042,2023-10-24,Present
A007678,E0108,2025-01-07,Present
A013734,E0211,2026-06-30,present
A008923,E0126,2025-04-10,Present
A002408,E0034,2023-09-19,Present
A012885,E0200,2025-11-04,Present
A003612,E0049,2024-04-30,Present
A007882,E0111,2025-03-04,Present
A008192,E0116,2024-09-19,Present
A004982,E0069,2024-03-19,Tardy
A004116,E0055,05/27/2024,P
A015177,E0228,07/14/2026,Tardy
A004070,E0055,2024-02-29,Present
A002911,E0040,2024-06-06,Present
A002743,E0038,2024-02-01,Present
A010201,E0144,2025-06-12,Present
A012410,E0193,2026-03-05,Present
A005000,E0069,2024-05-23,Excused
A014480,E0219,2026-09-10,Present
A012554,E0195,2026-03-05,Present
A006763,E0096,2024-09-17,Present
A002929,E0041,2023-11-02,Present
A003167,E0044,2024-01-02,Present
A005712,E0084,2024-11-05,
A012750,E0198,12/11/2025,Present
A006917,E0097,2025-01-21,Present
A000181,E0003,2024-01-09,P
A004464,E0059,2024-05-07,Present
A005517,E0082,2024-10-21,Present
A004795,E0064,2024-04-18,Present
A002219,E0031,2023-12-05,Present
A011738,E0183,06/04/2026,PRESENT
A001956,E0027,2024-04-23,P
A001058,E0015,2024-04-30,Absent
A006703,E0095,2024-11-13,Present
A011863,E0185,2026-03-24,Present
A007673,E0108,2024-12-10,P
A008909,E0126,2025-02-20,Absent
A001400,E0020,2024-01-02,Present
A009372,E0133,03/06/2025,absent
A010256,E0145,2025-04-03,Present
A005866,E0086,2024-09-10,Present
A011776,E0184,2026-01-29,Absent
A003069,E0043,2023-09-28,Absent
A006573,E0094,2024-09-10,Present
A009779,E0139,2024-10-31,Present
A002235,E0031,2024-02-06,Present
A005101,E0072,2024-03-26,tardy
A007507,E0105,2025-01-02,P
A012068,E0188,02/12/2026,Present
A001211,E0017,2024-05-09,Present
A004078,E0055,2024-03-14,Present
A012525,E0195,2025-11-04,Present
A002239,E0031,2024-02-20,Present
A006602,E0094,10/30/2024,absent
A012585,E0196,2025-09-23,Present
A002949,E0041,2024-01-25,Present
A012833,E0199,2026-02-03,Present
A008603,E0122,2024-10-29,Present
A010363,E0147,2025-02-27,Present
A011774,E0184,2026-01-22,Present
A014998,E0226,2026-06-17,Present
A005764,E0085,2024-08-26,Present
A003796,E0051,2024-03-27,Present
A004644,E0061,2024-03-27,Absent
A005641,E0083,2024-12-19,Present
A009345,E0133,2024-11-14,Present
A001435,E0020,05/07/2024,Present
A011852,E0185,2026-02-12,Present
A000093,E0002,2023-11-09,Present
A011674,E0183,2025-09-25,P
A002301,E0032,2024-02-29,Present
A007810,E0110,03/06/2025,Present
A011271,E0176,2026-02-17,Present
A004864,E0066,03/14/2024,Present
A013653,E0210,2026-07-13,Present
A014582,E0221,2026-05-05,Tardy
A014976,E0226,2026-05-11,Present
A011824,E0185,10/16/2025,Present
A014550,E0220,2026-08-11,PRESENT
A007809,E0110,2025-03-04,Present
A010539,E0161,2025-06-25,Tardy
A007754,E0109,2025-01-16,Present
A011294,E0176,2026-05-14,Present
A010156,E0144,2024-12-19,Present
A003379,E0046,2024-05-06,Present
A009590,E0136,2025-03-04,Present
A001085,E0016,2023-10-26,Present
A008969,E0127,2025-01-07,Present
A002778,E0039,2023-10-31,PRESENT
A006209,E0090,2024-09-24,Tardy
A000429,E0006,2024-03-28,Absent
A005285,E0077,02/15/2024,Present
A007875,E0111,2025-02-06,Present
A009141,E0129,2025-04-08,Present
A010401,E0150,2025-02-11,Tardy
A008721,E0123,2025-04-29,Present
A014177,E0216,07/06/2026,Present
A002699,E0037,05/23/2024,Present
A006729,E0095,2025-01-16,Excused
A014913,E0225,2026-06-23,Tardy
A003479,E0048,2024-02-27,Present
A009729,E0138,2025-02-06,Present
A014841,E0224,2026-04-27,Present
A000409,E0006,2024-01-18,Present
A015175,E0228,2026-07-09,Present
A013633,E0210,2026-06-08,Present
A001609,E0023,2023-10-24,Present
A010695,E0167,2025-10-14,Tardy
A013780,E0211,2026-09-17,Present
A012528,E0195,2025-11-13,Present
A014464,E0219,2026-08-13,Present
A010650,E0166,2026-02-05,Tardy
A010484,E0157,2025-06-19,Absent
A012939,E0200,2026-06-09,Tardy
A003828,E0051,2024-05-28,PRESENT
A000427,E0006,2024-03-21,Present
A000950,E0014,2024-01-02,Present
A005787,E0085,2024-10-03,Present
A013196,E0204,2026-02-12,Present
A003598,E0049,2024-04-01,Present
A002866,E0040,2023-12-21,PRESENT
A009244,E0131,2024-10-22,Present
A013995,E0214,2026-06-24,Present
A006858,E0097,2024-09-19,Present
A009194,E0130,2025-01-28,Present
A007361,E0103,2025-01-02,Present
A006880,E0097,2024-10-29,Present
A006216,E0090,2024-10-07,Abs
A007887,E0111,2025-03-20,Present
A012779,E0198,2026-04-07,Present
A001692,E0024,11/21/2023,
A014673,E0222,05/11/2026,Present
A007268,E0102,2024-10-08,Present
A008737,E0124,2024-09-17,Present
A005333,E0078,2024-03-19,Present
A001422,E0020,03/19/2024,Present
A007734,E0109,10/22/2024,Absent
A009605,E0136,2025-05-01,Present
A000820,E0012,2024-03-12,Present
A012388,E0193,12/04/2025,Present
A012883,E0200,10/28/2025,Present
A006351,E0091,2025-01-07,Present
A011342,E0177,2026-02-12,Present
A006499,E0093,10/14/2024,Present
A015040,E0227,2026-04-20,Present
A011497,E0179,2026-03-24,Present
A013897,E0213,2026-06-08,Present
A006923,E0097,2025-01-30,Present
A012289,E0191,2026-03-03,Absent
A000410,E0006,2024-01-23,Present
A001286,E0018,2024-05-09,Present
A005533,E0082,2024-11-18,Present
A008975,E0127,2025-01-28,present
A012619,E0196,2026-02-10,Tardy
A001942,E0027,2024-02-29,Present
A009825,E0139,2025-05-06,Present
A001092,E0016,2023-11-21,P
A012428,E0193,2026-05-14,PRESENT
A000074,E0001,2024-06-11,Present
A007170,E0100,2025-04-10,Present
A003990,E0054,2024-02-05,Present
A004462,E0059,2024-05-02,Present
A011505,E0179,2026-04-28,Present
A012438,E0194,2025-09-11,Present
A007050,E0099,2024-10-01,Present
A014761,E0223,05/11/2026,present
A000292,E0004,2024-05-16,Present
A006401,E0092,10/03/2024,Present
A008806,E0124,2025-06-10,Present
A004507,E0060,2024-01-23,present
A003579,E0049,2024-02-27,Present
A012298,E0192,2025-09-25,Present
A010612,E0165,2025-07-10,Present
A006033,E0087,2025-02-05,Present
A002090,E0029,02/22/2024,Present
A009983,E0142,09/10/2024,Present
A001802,E0025,2024-04-04,Tardy
A014098,E0215,2026-07-21,Present
A012122,E0189,2025-11-20,Present
A001577,E0022,04/04/2024,Present
A001111,E0016,2024-02-08,Present
A000319,E0005,11/14/2023,Present
A007442,E0104,2025-01-30,Present
A011840,E0185,2025-12-18,Present
A013933,E0213,2026-08-10,Present
A006516,E0093,2024-11-12,Present
A001826,E0026,2023-09-26,Present
A003147,E0044,10/10/2023,P
A005358,E0078,2024-06-18,Absent
A003895,E0052,2024-03-26,Present
A003412,E0046,2024-07-02,Present
A000145,E0002,2024-05-28,Present
A009527,E0135,2025-04-08,Present
A004803,E0064,2024-05-16,Present
A008127,E0115,2024-10-17,Present
A003515,E0048,2024-05-06,Present
A011700,E0183,2026-01-15,Present
A010741,E0168,2025-10-21,Present
A012003,E0187,2026-03-10,Present
A004986,E0069,2024-04-02,Present
A007918,E0112,2024-10-08,Abs
A005134,E0073,2024-03-05,Present
A010676,E0166,2026-05-14,Tardy
A010994,E0172,10/02/2025,Present
A012100,E0188,2026-06-11,Present
A009644,E0137,2024-12-17,Present
A007530,E0105,2025-03-25,Present
A001831,E0026,10/12/2023,P
A011336,E0177,2026-01-22,Present
A000086,E0002,2023-10-17,Present
A011749,E0184,2025-10-07,Present
A001220,E0017,2024-06-11,Present
A004443,E0059,2024-03-26,Tardy
A005341,E0078,2024-04-18,Present
A007554,E0106,2024-09-17,Present
A008847,E0125,2025-02-11,present
A006473,E0093,2024-08-28,Present
A005698,E0084,10/10/2024,Present
A006089,E0088,2024-11-13,Absent
A004430,E0059,2024-03-04,Present
A006936,E0098,2024-08-26,P
A008795,E0124,2025-05-01,Present
A009028,E0128,2024-10-31,P
A000595,E0009,2023-10-10,Present
A009305,E0132,2025-03-27,Present
A011587,E0180,2026-06-02,Present
A008172,E0115,2025-04-10,Absent
A012011,E0187,2026-04-07,Present
A008497,E0120,2024-11-05,Present
A008650,E0122,2025-05-06,Present
A008848,E0125,2025-02-13,present
A014903,E0225,2026-06-04,Present
A014415,E0219,2026-05-20,Tardy
A007683,E0108,2025-01-23,Excused
A000062,E0001,04/30/2024,Present
A006024,E0087,2025-01-21,Present
A012189,E0190,2025-11-04,Present
A003571,E0049,2024-02-13,Present
A015019,E0226,2026-07-23,Present
A010956,E0171,2026-02-19,Present
A008240,E0116,2025-03-25,Present
A005707,E0084,2024-10-28,PRESENT
A007229,E0101,2025-02-20,Present
A013143,E0203,2026-04-28,Present
A003729,E0050,05/29/2024,Tardy
A012693,E0197,2026-02-17,Present
A014090,E0215,2026-07-07,Present
